Töltőberendezés üzemeltető törzsszáma;Töltőberendezés üzemeltető neve;Töltőberendezés irányítószáma;Töltőberendezés település kódja;Töltőberendezés település megnevezése;Töltőberendezés közterülete;Töltőberendezés GPSKoordiN;Töltőberendezés GPSKoordiE;Töltőberendezés által felvehető maximális teljesítmény [kW];Csatlakozási pontok száma összesen;Berendezés üzembehelyezésének dátuma;Berendezés leszerelésének dátuma;Type2 csatlakozó teljesítménye [kW, per darab];Egyéb AC csatlakozó teljesítménye [kW, per darab];CCS2 csatlakozó teljesítménye [kW, per darab];Chademo csatlakozó teljesítménye [kW, per darab];Egyéb DC csatlakozó teljesítménye [kW, per darab];Type2 csatlakozó darabszáma [db];Egyéb AC csatlakozó darabszáma [db];CCS2 csatlakozó darabszáma [db];Chademo csatlakozó darabszáma [db];Egyéb DC csatlakozó darabszáma [db];Csatlakozó darabszám: Slow AC: P <7.4 kW [db];Csatlakozó darabszám: Medium-speed AC: 7.4 kW ≤ P ≤ 22 kW  [db];Csatlakozó darabszám: Fast AC: P > 22 kW  [db];Csatlakozó darabszám: Slow DC: P < 50 kW  [db];Csatlakozó darabszám: Fast DC: 50 kW ≤ P < 150 kW  [db];Csatlakozó darabszám: Level 1- Ultra fast DC: 150 kW ≤ P < 350 kW  [db];Csatlakozó darabszám: Level 2- Ultra fast DC: P ≥ 350 kW  [db];address;lat;long;helyzet_ellenorzes
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.01.06;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;9023;25584;Győr;Vasvári Pál u. 2-4.;47,670247;17,647784;44;2;2020.11.27;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;9023 Győr, Vasvári Pál u. 2-4.;47,670247;17,647784;Megfelelő
12967726;Parkl Digital Technologies Kft.;1087;13578;Budapest;Hungária Körút 40-47;47,499083;19,10759;22;1;2024.10.25;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1087 Budapest, Hungária Körút 40-47;47,499083;19,10759;Megfelelő
12967726;Parkl Digital Technologies Kft.;1138;13578;Budapest;Esztergomi út 31-39.;47,53201;19,06581;22;1;2025.04.09;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1138 Budapest, Esztergomi út 31-39.;47,53201;19,06581;Megfelelő
12967726;Parkl Digital Technologies Kft.;9022;25584;Győr;Teleki László utca 40.;47,674942;17,67929;44;2;2024.10.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;9022 Győr, Teleki László utca 40.;47,674942;17,67929;Megfelelő
12967726;Parkl Digital Technologies Kft.;1112;13578;Budapest;Balatoni út 3.;47,464922;19,01681;44;2;2022.05.31;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1112 Budapest, Balatoni út 3.;47,464922;19,01681;Megfelelő
12967726;Parkl Digital Technologies Kft.;1095;13578;Budapest;Lechner Ödön fasor 10/B;47,471166;19,07243;44;2;2022.06.27;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1095 Budapest, Lechner Ödön fasor 10/B;47,471166;19,07243;Megfelelő
12967726;Parkl Digital Technologies Kft.;9330;28334;Kapuvár;Ipartelepu utca 8;47,588774;17,044827;22;1;2021.05.14;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;9330 Kapuvár, Ipartelepu utca 8;47,588774;17,044827;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.18;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;1052;13578;Budapest;Türr István u. 9;47,495251;19,05046;44;2;2023.12.21;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1052 Budapest, Türr István u. 9;47,495251;19,05046;Megfelelő
12967726;Parkl Digital Technologies Kft.;1133;13578;Budapest;Váci út 140.;47,536789;19,06778;22;1;2025.06.24;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1133 Budapest, Váci út 140.;47,536789;19,06778;Megfelelő
12967726;Parkl Digital Technologies Kft.;1132;13578;Budapest;Váci út 22-24.;47,513753;19,05748;22;1;2025.08.06;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1132 Budapest, Váci út 22-24.;47,513753;19,05748;Megfelelő
12967726;Parkl Digital Technologies Kft.;9027;25584;Győr;Audi Hungária út;47,68982;17,6956;44;2;2024.03.31;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;9027 Győr, Audi Hungária út;47,68982;17,6956;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,574753;21,51954;22;1;2025.12.16;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,574753;21,51954;Megfelelő
12967726;Parkl Digital Technologies Kft.;1097;13578;Budapest;Könyves Kálmán körút 34.;47,474074;19,09523;22;1;2025.01.27;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1097 Budapest, Könyves Kálmán körút 34.;47,474074;19,09523;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.01.06;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.01.06;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;1082;13578;Budapest;Szigony utca;47,484715;19,08024;44;2;2023.02.16;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1082 Budapest, Szigony utca;47,484715;19,08024;Megfelelő
12967726;Parkl Digital Technologies Kft.;1087;13578;Budapest;Hungária Körút 40-47;47,499083;19,10759;22;1;2024.10.25;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1087 Budapest, Hungária Körút 40-47;47,499083;19,10759;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.20;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;1095;13578;Budapest;Soroksári út 32-34.;47,474641;19,07135;22;1;2025.10.30;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1095 Budapest, Soroksári út 32-34.;47,474641;19,07135;Megfelelő
12967726;Parkl Digital Technologies Kft.;1065;13578;Budapest;Nagymező utca 44.;47,504989;19,05776;22;1;2025.09.17;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1065 Budapest, Nagymező utca 44.;47,504989;19,05776;Megfelelő
12967726;Parkl Digital Technologies Kft.;1048;13578;Budapest;Homoktövis utca 1.;47,591423;19,11854;44;2;2024.08.09;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1048 Budapest, Homoktövis utca 1.;47,591423;19,11854;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.18;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.20;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.18;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;9022;25584;Győr;Herman Ottó u. 25.;47,678042;17,644655;44;2;2020.10.09;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;9022 Győr, Herman Ottó u. 25.;47,678042;17,644655;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW Körút 1;47,568547;21,52878;22;1;2023.11.29;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW Körút 1;47,568547;21,52878;Megfelelő
12967726;Parkl Digital Technologies Kft.;1097;13578;Budapest;Könyves Kálmán körút 34.;47,474074;19,09523;22;1;2025.01.27;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1097 Budapest, Könyves Kálmán körút 34.;47,474074;19,09523;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.18;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;1117;13578;Budapest;Dombóvári út 27.;47,468126;19,05886;22;1;2025.04.01;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1117 Budapest, Dombóvári út 27.;47,468126;19,05886;Megfelelő
12967726;Parkl Digital Technologies Kft.;1138;13578;Budapest;Váci út 117.;47,546346;19,07315;22;1;2024.12.17;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1138 Budapest, Váci út 117.;47,546346;19,07315;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.18;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;1083;13578;Budapest;Futó utca 35-37.;47,486316;19,07463;22;1;2025.12.02;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1083 Budapest, Futó utca 35-37.;47,486316;19,07463;Megfelelő
12967726;Parkl Digital Technologies Kft.;1133;13578;Budapest;Váci út 140.;47,536789;19,06778;22;1;2025.06.24;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1133 Budapest, Váci út 140.;47,536789;19,06778;Megfelelő
12967726;Parkl Digital Technologies Kft.;8200;11767;Veszprém;Dornyai Béla utca 4. ;47,084498;17,92696;44;2;2024.05.26;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;8200 Veszprém, Dornyai Béla utca 4.;47,084498;17,92696;Megfelelő
12967726;Parkl Digital Technologies Kft.;1132;13578;Budapest;Váci út 22-24.;47,513753;19,05748;22;1;2025.08.06;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1132 Budapest, Váci út 22-24.;47,513753;19,05748;Megfelelő
12967726;Parkl Digital Technologies Kft.;1133;13578;Budapest;Váci út 140.;47,536789;19,06778;22;1;2025.06.24;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1133 Budapest, Váci út 140.;47,536789;19,06778;Megfelelő
12967726;Parkl Digital Technologies Kft.;4400;17206;Nyíregyháza;Búza utca-Bethlen Gábor utca sarka;47,956064;21,707803;44;2;2020.12.17;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;4400 Nyíregyháza, Búza utca-Bethlen Gábor utca sarka;47,956064;21,707803;Megfelelő
12967726;Parkl Digital Technologies Kft.;1087;13578;Budapest;Hungária Körút 40-47;47,499083;19,10759;22;1;2024.10.25;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1087 Budapest, Hungária Körút 40-47;47,499083;19,10759;Megfelelő
12967726;Parkl Digital Technologies Kft.;1097;13578;Budapest;Könyves Kálmán körút 34.;47,474074;19,09523;22;1;2025.01.27;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1097 Budapest, Könyves Kálmán körút 34.;47,474074;19,09523;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.18;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;1097;13578;Budapest;Könyves Kálmán körút 34.;47,474074;19,09523;22;1;2025.01.27;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1097 Budapest, Könyves Kálmán körút 34.;47,474074;19,09523;Megfelelő
12967726;Parkl Digital Technologies Kft.;1087;13578;Budapest;Hungária Körút 40-47;47,499083;19,10759;22;1;2024.10.25;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1087 Budapest, Hungária Körút 40-47;47,499083;19,10759;Megfelelő
12967726;Parkl Digital Technologies Kft.;1027;13578;Budapest;Bem József utca 3.;47,512132;19,037064;44;2;2024.01.31;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1027 Budapest, Bem József utca 3.;47,512132;19,037064;Megfelelő
12967726;Parkl Digital Technologies Kft.;5000;27854;Szolnok;Felsőszandai rét. 3.;47,156185;20,19404;44;2;2024.06.08;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;5000 Szolnok, Felsőszandai rét. 3.;47,156185;20,19404;Megfelelő
12967726;Parkl Digital Technologies Kft.;1026;13578;Budapest;Gábor Áron utca 74;47,522567;19,01528;50;2;2023.11.27;9999.12.31;0;0;50;50;0;0;0;1;1;0;0;0;0;0;2;0;0;1026 Budapest, Gábor Áron utca 74;47,522567;19,01528;Megfelelő
12967726;Parkl Digital Technologies Kft.;1138;13578;Budapest;Föveny utca 6.;47,544008;19,07298;22;1;2025.01.17;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1138 Budapest, Föveny utca 6.;47,544008;19,07298;Megfelelő
12967726;Parkl Digital Technologies Kft.;1138;13578;Budapest;Esztergomi út 31-39.;47,53201;19,06581;22;1;2025.04.09;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1138 Budapest, Esztergomi út 31-39.;47,53201;19,06581;Megfelelő
12967726;Parkl Digital Technologies Kft.;1239;13578;Budapest;Bevásárló utca 4;47,41237;19,160449;44;2;2021.08.19;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1239 Budapest, Bevásárló utca 4;47,41237;19,160449;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.18;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;1138;13578;Budapest;Föveny utca 6.;47,544008;19,07298;22;1;2025.01.17;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1138 Budapest, Föveny utca 6.;47,544008;19,07298;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.01.06;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;9027;25584;Győr;Audi Hungária út;47,690159;17,7005;44;2;2024.03.31;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;9027 Győr, Audi Hungária út;47,690159;17,7005;Megfelelő
12967726;Parkl Digital Technologies Kft.;5000;27854;Szolnok;Felsőszandai rét. 3.;47,156185;20,19404;44;2;2024.06.08;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;5000 Szolnok, Felsőszandai rét. 3.;47,156185;20,19404;Megfelelő
12967726;Parkl Digital Technologies Kft.;1095;13578;Budapest;Lechner Ödön fasor 10/B;47,471166;19,07243;22;1;2025.09.30;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1095 Budapest, Lechner Ödön fasor 10/B;47,471166;19,07243;Megfelelő
12967726;Parkl Digital Technologies Kft.;1134;13578;Budapest;Kassák Lajos utca 19.;47,520394;19,06408;22;1;2024.12.12;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1134 Budapest, Kassák Lajos utca 19.;47,520394;19,06408;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.18;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.18;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;1085;13578;Budapest;Baross tér 7-8.;47,499365;19,081604;44;2;2022.01.05;2023.12.30;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1085 Budapest, Baross tér 7-8.;47,499365;19,081604;Megfelelő
12967726;Parkl Digital Technologies Kft.;1133;13578;Budapest;Váci út 140.;47,536789;19,06778;22;1;2025.06.24;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1133 Budapest, Váci út 140.;47,536789;19,06778;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.18;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;4431;17206;Nyíregyháza;Tölgyes u. ;48,008116;21,721153;44;2;2020.12.17;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;4431 Nyíregyháza, Tölgyes u.;48,008116;21,721153;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.01.06;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;1112;13578;Budapest;Balatoni út 3.;47,464922;19,01681;44;2;2022.05.31;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1112 Budapest, Balatoni út 3.;47,464922;19,01681;Megfelelő
12967726;Parkl Digital Technologies Kft.;1139;13578;Budapest;Váci út 99.;47,539949;19,071833;22;1;2024.12.04;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1139 Budapest, Váci út 99.;47,539949;19,071833;Megfelelő
12967726;Parkl Digital Technologies Kft.;3527;30456;Miskolc;Bajcsy-Zsilinszky utca 2-4;48,102117;20,79393;50;2;2023.11.27;9999.12.31;0;0;50;50;0;0;0;1;1;0;0;0;0;0;2;0;0;3527 Miskolc, Bajcsy-Zsilinszky utca 2-4;48,102117;20,79393;Megfelelő
12967726;Parkl Digital Technologies Kft.;1097;13578;Budapest;Könyves Kálmán körút 34.;47,474074;19,09523;22;1;2025.01.27;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1097 Budapest, Könyves Kálmán körút 34.;47,474074;19,09523;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.18;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;1138;13578;Budapest;Váci út 117.;47,546346;19,07315;22;1;2024.12.17;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1138 Budapest, Váci út 117.;47,546346;19,07315;Megfelelő
12967726;Parkl Digital Technologies Kft.;2200;26815;Vecsés;Lőrinci utca 130/A;47,414572;19,24438;44;2;2024.06.20;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2200 Vecsés, Lőrinci utca 130/A;47,414572;19,24438;Megfelelő
12967726;Parkl Digital Technologies Kft.;3527;30456;Miskolc;Bajcsy-Zsilinszky utca 2-4;48,102762;20,79327;50;2;2023.11.27;9999.12.31;0;0;50;50;0;0;0;1;1;0;0;0;0;0;2;0;0;3527 Miskolc, Bajcsy-Zsilinszky utca 2-4;48,102762;20,79327;Megfelelő
12967726;Parkl Digital Technologies Kft.;1138;13578;Budapest;Esztergomi út 31-39.;47,53201;19,06581;22;1;2025.04.09;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1138 Budapest, Esztergomi út 31-39.;47,53201;19,06581;Megfelelő
12967726;Parkl Digital Technologies Kft.;1138;13578;Budapest;Dunavirág utca 2-6.;47,535453;19,06038;22;1;2025.07.29;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1138 Budapest, Dunavirág utca 2-6.;47,535453;19,06038;Megfelelő
12967726;Parkl Digital Technologies Kft.;2040;23278;Budaörs;Kereskedők útja 2-3;47,453071;18,96068;44;2;2022.10.24;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2040 Budaörs, Kereskedők útja 2-3;47,453071;18,96068;Megfelelő
12967726;Parkl Digital Technologies Kft.;1097;13578;Budapest;Könyves Kálmán körút 34.;47,474074;19,09523;22;1;2025.01.27;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1097 Budapest, Könyves Kálmán körút 34.;47,474074;19,09523;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.18;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;1061;13578;Budapest;Székely Mihály utca 3.;47,500562;19,059308;44;2;2020.08.28;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1061 Budapest, Székely Mihály utca 3.;47,500562;19,059308;Megfelelő
12967726;Parkl Digital Technologies Kft.;1087;13578;Budapest;Hungária Körút 40-47;47,499083;19,10759;22;1;2024.10.25;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1087 Budapest, Hungária Körút 40-47;47,499083;19,10759;Megfelelő
12967726;Parkl Digital Technologies Kft.;1097;13578;Budapest;Könyves Kálmán körút 34.;47,474074;19,09523;22;1;2025.01.27;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1097 Budapest, Könyves Kálmán körút 34.;47,474074;19,09523;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.18;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;1082;13578;Budapest;Szigony utca;47,484715;19,08024;44;2;2023.02.16;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1082 Budapest, Szigony utca;47,484715;19,08024;Megfelelő
12967726;Parkl Digital Technologies Kft.;1117;13578;Budapest;Dombóvári út 26;47,46832;19,05711;44;2;2024.04.10;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1117 Budapest, Dombóvári út 26;47,46832;19,05711;Megfelelő
12967726;Parkl Digital Technologies Kft.;4400;17206;Nyíregyháza;Hatzel tér;47,949713;21,719537;44;2;2020.12.17;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;4400 Nyíregyháza, Hatzel tér;47,949713;21,719537;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.20;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;8226;30526;Alsóörs;HRSZ 990/96;46,976366;17,96178;44;2;2024.08.14;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;8226 Alsóörs;46,976366;17,96178;Megfelelő
12967726;Parkl Digital Technologies Kft.;9700;3009;Szombathely;Varasd utca 10.;47,239878;16,65092;44;2;2024.04.17;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;9700 Szombathely, Varasd utca 10.;47,239878;16,65092;Megfelelő
12967726;Parkl Digital Technologies Kft.;1239;13578;Budapest;Bevásárló utca 4;47,41237;19,160449;44;2;2021.08.19;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1239 Budapest, Bevásárló utca 4;47,41237;19,160449;Megfelelő
12967726;Parkl Digital Technologies Kft.;1083;13578;Budapest;Futó utca 35-37.;47,486316;19,07463;22;1;2025.12.02;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1083 Budapest, Futó utca 35-37.;47,486316;19,07463;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.20;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;4002;15130;Debrecen;BMW körút 1.;47,56773;21,52494;22;1;2025.03.18;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4002 Debrecen, BMW körút 1.;47,56773;21,52494;Megfelelő
12967726;Parkl Digital Technologies Kft.;1117;13578;Budapest;Dombóvári út 25A;47,468533;19,05516;44;2;2024.04.10;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1117 Budapest, Dombóvári út 25A;47,468533;19,05516;Megfelelő
12967726;Parkl Digital Technologies Kft.;1134;13578;Budapest;Váci út 45.;47,527245;19,06538;22;1;2025.10.02;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1134 Budapest, Váci út 45.;47,527245;19,06538;Megfelelő
12967726;Parkl Digital Technologies Kft.;1097;13578;Budapest;Könyves Kálmán körút 34.;47,474074;19,09523;22;1;2025.01.27;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1097 Budapest, Könyves Kálmán körút 34.;47,474074;19,09523;Megfelelő
